symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
HCLTECH,2025-10-11T03:30:00Z,"HCLTech Q2 Results: Date, Time, Dividend News, Earnings Call Schedule And More","HCL Technologies is set to announce the results for the second quarter of FY26 next week. HCLTech is a global technology company, and it has a presence in 60 countries. In an exchange filing dated Sept. 23, HCLTech said that a meeting of its Board of Director…",negative,0.9999987,1.2121789e-06,6.193309e-08,https://www.ndtvprofit.com/quarterly-earnings/hcltech-q2-results-date-time-dividend-news-earnings-call-schedule-and-more
HCLTECH,2025-10-10T11:36:30Z,Utkarsh Srivastav Appointed Chief Marketing Officer of Cyient,"Cyient Limited, a global Intelligent Engineering solutions company, announced the appointment of Utkarsh Srivastav as CMO.",negative,0.9999316,1.86837e-05,4.9670718e-05,https://timestech.in/utkarsh-srivastav-appointed-chief-marketing-officer-of-cyient/
HCLTECH,2025-10-10T01:10:38Z,Stock Market Live Updates 10 October 2025: Stock to buy today: GMR Airports (₹90.69),"Sensex, Nifty, Share Prices LIVE: The stock of GMR Airports appreciated 3.5 per cent on Thursday. It bounced off the support band of ₹85.50-86.50, strengthening the same. The price has also moved above both 21- and 50-day moving averages. The chart shows that…",neutral,0.008417665,0.9915611,2.1293634e-05,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-10-october-2025/article70139915.ece
HCLTECH,2025-10-09T10:55:28Z,India's TCS beats quarterly revenue estimates on banking vertical growth,"BENGALURU :Tata Consultancy Services, India's top software services exporter, beat quarterly revenue estimates on Thursday, aided by growth in its banking, financial services and insurance vertical despite U.S. tariff-related uncertainty and mounting risks fr…",neutral,8.426851e-09,1.0,3.9488043e-08,https://www.channelnewsasia.com/business/indias-tcs-beats-quarterly-revenue-estimates-banking-vertical-growth-5392061
HCLTECH,2025-10-08T05:31:24Z,TCS Q2 preview: Can CEO Krithivasan put an end to the IT major's misery?,"TCS faces multiple challenges, including a potential revenue decline and layoffs that could impact morale. The company’s growth has slowed, and new visa regulations may further impact its performance. Will TCS break its growth drought in Q2 under CEO Krithiva…",positive,6.542001e-07,8.2740485e-08,0.9999993,https://www.livemint.com/companies/news/tcs-q2-earnings-tata-consultancy-services-tcs-layoffs-k-krithivasan-indian-it-services-tcs-stock-11759893894014.html
HCLTECH,2025-10-08T04:53:44Z,DBS CEO Tan Su Shan is Fortune’s most powerful woman in Asia; Josephine Teo among most influential,Ms Tan is known for having brought a Bloomberg terminal into the hospital when she gave birth in 1999. Read more at straitstimes.com. Read more at straitstimes.com.,negative,0.9999057,7.47095e-05,1.9580777e-05,https://www.straitstimes.com/business/companies-markets/dbs-ceo-tan-su-shan-is-fortunes-most-powerful-woman-in-asia-josephine-teo-among-most-influential
HCLTECH,2025-10-07T14:03:59Z,"Welcome to the MIT Media Lab, HCLTech",We’re happy to welcome HCLTech as the newest member of the MIT Media Lab—joining a global network of organizations working together to shape the future of technology and its impact on society.HCLTech is a leading global technology company delivering cutting-e…,neutral,0.00013179932,0.99986804,7.438728e-08,https://www.media.mit.edu/posts/welcome-to-the-mit-media-lab-hcltech/
HCLTECH,2025-10-07T09:42:31Z,India IT firms brace for weak quarter as global demand stays tepid,"Indian IT firms last saw double-digit revenue growth in the March quarter of 2023, driven by digital transformation, cloud adoption and remote-work demand after the COVID-19 pandemic",neutral,4.7150057e-05,0.9994042,0.00054857356,https://www.thehindubusinessline.com/info-tech/india-it-firms-brace-for-weak-quarter-as-global-demand-stays-tepid/article70134392.ece
HCLTECH,2025-10-07T08:13:51Z,India's IT sector set for another weak quarter as demand stays soft,"India's IT firms anticipate a lackluster September quarter due to weak global demand and U.S. trade uncertainties, with brokerages forecasting single-digit revenue and profit growth. This trend, extending over eight quarters, is attributed to cautious client …",positive,1.2501394e-07,1.7408071e-07,0.99999964,https://economictimes.indiatimes.com/tech/information-tech/indias-it-sector-set-for-another-weak-quarter-as-demand-stays-soft/articleshow/124357581.cms
HCLTECH,2025-10-07T05:21:05Z,Mid-cap IT firms set to outperform larger peers for third straight quarter,"Mid-sized IT firms, including LTIMindtree, Coforge, Mphasis, Persistent Systems, and Hexaware, are projected to post 1.2%–6.6% sequential revenue growth in July–September, according to six brokerages.",neutral,1.5880539e-07,0.9999999,7.1413337e-09,https://www.livemint.com/companies/india-midcap-it-firms-outperform-large-peers-deal-wins-growth-11759806738683.html
HCLTECH,2025-10-07T04:00:52Z,"Cybersecurity jobs available right now: October 7, 2025","Application Security / DevSecOps Engineer AvetixCyber | USA | Remote – View job details As an Application Security / DevSecOps Engineer, you will integrate security tools and processes into CI/CD pipelines, perform secure code reviews, architecture risk asses…",negative,0.99997985,1.9477593e-05,7.0522475e-07,https://www.helpnetsecurity.com/2025/10/07/cybersecurity-jobs-available-right-now-october-7-2025/
HCLTECH,2025-10-07T02:36:37Z,"These eight stocks including Bank of India, Adani Enterprises will remain hot in today’s trade (October 7, 2025)","Bank of India reports 11.8% growth in global business, LTIMindtree partners with global entertainment company, HCLTech collaborates with MIT.",neutral,0.010551123,0.9894443,4.5510656e-06,https://www.thehindubusinessline.com/markets/these-eight-stocks-including-bank-of-india-adani-enterprises-will-remain-hot-in-todays-trade-october-7-2025/article70133733.ece
HCLTECH,2025-10-07T01:24:32Z,"Stock Market Highlights 7 October 2025: Sensex, Nifty ride up on festive optimism; gold hits record high","Sensex, Nifty, Share Price Highlights: Markets opened on a positive note Tuesday morning, with the Nifty 50 starting at 25,085.30 from its previous close of 25,077.65 and trading at 25,182.95, up 105.30 points or 0.42 per cent, at 10 am. The Sensex opened at …",neutral,3.0098847e-06,0.999997,5.8778404e-08,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-7-october-2025/article70131988.ece
HCLTECH,2025-10-06T14:10:29Z,HCLTech Earns Dual Recognition From TIME Magazine as One of World’s Best Companies and Most Sustainable Companies 2025,"Ranked #1 India-headquartered technology company for second consecutive year and included in global top 20 in professional services NEW YORK & NODIA, India — HCLTech, a leading global technology company, has been recognized by TIME magazine in two of its flag…",neutral,1.7349117e-06,0.9999981,1.5036426e-07,https://financialpost.com/pmn/business-wire-news-releases-pmn/hcltech-earns-dual-recognition-from-time-magazine-as-one-of-worlds-best-companies-and-most-sustainable-companies-2025
HCLTECH,2025-10-06T13:02:29Z,"Dayforce Expands Dayforce Partner Network to Power Global Growth and Deliver More Value to Customers, Faster","New programs and partnerships accelerate adoption, scale global delivery, and unlock new growth opportunities across industries MINNEAPOLIS and TORONTO, Oct. 06, 2025 (GLOBE NEWSWIRE) — Dayforce, Inc. (NYSE: DAY; TSX: DAY), a global human capital management (…",neutral,3.1268198e-07,0.99999964,7.834935e-09,https://financialpost.com/globe-newswire/dayforce-expands-dayforce-partner-network-to-power-global-growth-and-deliver-more-value-to-customers-faster
HCLTECH,2025-10-06T13:00:00Z,"Dayforce Expands Dayforce Partner Network to Power Global Growth and Deliver More Value to Customers, Faster","New programs and partnerships accelerate adoption, scale global delivery, and unlock new growth opportunities across industries New programs and partnerships accelerate adoption, scale global delivery, and unlock new growth opportunities across industries",neutral,8.350786e-09,1.0,9.014331e-09,https://www.globenewswire.com/news-release/2025/10/06/3161754/0/en/Dayforce-Expands-Dayforce-Partner-Network-to-Power-Global-Growth-and-Deliver-More-Value-to-Customers-Faster.html
HCLTECH,2025-10-06T12:01:26Z,HCLTech joins MIT Media Lab US to collaborate on AI research,"HCLTech will have access to MIT Media Lab’s research and networks, and engage deeply with faculty, researchers and innovators in next-generation technologies, particularly AI",negative,0.99989986,9.820273e-05,1.8543735e-06,https://www.thehindubusinessline.com/info-tech/hcltech-joins-mit-media-lab-us-to-collaborate-on-ai-research/article70131122.ece
HCLTECH,2025-10-06T08:32:39Z,Mid-market: Sensex rallies over 600 pts led by banking & IT stocks,"Nifty, Sensex near day’s high. Banking and financial heavyweights post robust quarterly results. Kotak, Axis Bank & HDFC Bank lead gainers.",neutral,4.0972353e-08,1.0,2.4969436e-08,https://www.thehindubusinessline.com/markets/stock-markets/top-movers-in-indian-stock-market-today-6th-oct-sensex-rallies-over-600-pts-led-by-banking-it-stocks/article70130531.ece
HCLTECH,2025-10-06T01:36:48Z,Dhan's unicorn fundraise; IT's flat Q2,Happy Monday! Stock-trading startup Dhan has raised $120 million at a unicorn valuation. This and more in today's ETtech Morning Dispatch.,negative,0.7665627,0.23342532,1.1964063e-05,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/dhans-unicorn-fundraise-its-flat-q2/articleshow/124328389.cms
HCLTECH,2025-10-06T01:36:48Z,Dhan’s unicorn fundraise; IT’s flat Q2,Happy Monday! Stock-trading startup Dhan has raised $120 million at a unicorn valuation. This and more in today’s ETtech Morning Dispatch.,negative,0.98307693,0.01691236,1.0741039e-05,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/dhans-unicorn-fundraise-its-flat-q2/articleshow/124328389.cms
HCLTECH,2025-10-06T00:30:00Z,Indian IT faces flat Q2 amid sluggish global tech spending,"While the weakening rupee could cushion margins after a soft first quarter, at least three analyst reports warned that discretionary IT spending may remain muted as talk of potential US tariffs, along with uncertainty around inflation and policy shifts, conti…",positive,2.1947784e-07,2.2134411e-06,0.9999976,https://economictimes.indiatimes.com/tech/information-tech/indian-it-faces-flat-q2-amid-sluggish-global-tech-spending/articleshow/124324441.cms
HCLTECH,2025-10-05T22:27:53Z,"India's IT sector: No festive spark in Q2, macro headwinds weigh heavily on growth","India's IT services sector anticipates modest Q2 2025 results due to macroeconomic uncertainty and client caution. While Tier-I firms like Infosys and HCLTech show slight growth, mid-tier companies are set to outperform. Margins remain steady, but GenAI's def…",neutral,0.00086377456,0.95921063,0.039925575,https://timesofindia.indiatimes.com/business/india-business/indias-it-sector-no-festive-spark-in-q2-macro-headwinds-weigh-heavily-on-growth/articleshow/124326639.cms
HCLTECH,2025-10-02T08:27:40Z,"IT sector sees subdued growth in FY26, AI-powered rebound in next fiscal: Report","Major Indian IT firms such as TCS, Infosys, and HCLTech reported healthy large deal bookings and strong pipelines in the first quarter of FY26, yet actual revenue growth guidance remains restrained at 1–5 per cent for the year.",neutral,6.988528e-09,0.99999964,3.9269483e-07,https://www.thehindubusinessline.com/info-tech/it-sector-sees-subdued-growth-in-fy26-ai-powered-rebound-in-next-fiscal-report/article70117246.ece
